semestre;sexo;alumno;asignatura;tipo;ep1;ep2;ea;pf;estado
4;1;1812810221;INAF202;1;12;12;0;12;A
4;1;1812810222;INAF202;1;0;0;0;0;A
4;1;1812810223;INAF202;1;14;14;0;14;A
4;1;1812810224;INAF202;1;11;11;0;11;A
4;1;1812810225;INAF202;1;14;14;0;14;A
4;1;1812810226;INAF202;1;0;0;0;0;A
4;2;1812810227;INAF202;1;14;14;0;14;A
4;1;1812810228;INAF202;1;11;11;0;11;A
4;1;1812810229;INAF202;1;11;11;0;11;A
4;1;1812810230;INAF202;1;14;14;0;14;A
4;2;1812810201;INAF203;1;12;12;0;12;A
4;1;1812810202;INAF203;1;13;13;0;13;A
4;1;1812810203;INAF203;1;12;12;0;12;A
4;2;1812810204;INAF203;1;14;14;0;14;A
4;2;1812810205;INAF203;1;15;15;0;15;A
4;1;1812810206;INAF203;1;17;17;0;17;A
4;1;1812810207;INAF203;1;12;12;0;12;A
4;2;1812810208;INAF203;1;13;13;0;13;A
4;1;1812810209;INAF203;1;12;12;0;12;A
4;2;1812810210;INAF203;1;14;14;0;14;A
4;1;1812810211;INAF203;1;12;12;0;12;A
4;1;1812810212;INAF203;1;13;13;0;13;A
4;2;1812810213;INAF203;1;12;12;0;12;A
4;1;1812810214;INAF203;1;12;12;0;12;A
4;2;1812810215;INAF203;1;15;15;0;15;A
4;2;1812810216;INAF203;1;12;12;0;12;A
4;1;1812810217;INAF203;1;13;13;0;13;A
4;1;1812810218;INAF203;1;13;13;0;13;A
4;1;1812810219;INAF203;1;0;0;0;0;A
4;1;1812810220;INAF203;1;13;13;0;13;A
4;1;1812810221;INAF203;1;13;13;0;13;A
4;1;1812810222;INAF203;1;0;0;0;0;A
4;1;1812810223;INAF203;1;13;13;0;13;A
4;1;1812810224;INAF203;1;13;13;0;13;A
4;1;1812810225;INAF203;1;15;15;0;15;A
4;1;1812810226;INAF203;1;0;0;0;0;A
4;2;1812810227;INAF203;1;13;13;0;13;A
4;1;1812810228;INAF203;1;12;12;0;12;A
4;1;1812810229;INAF203;1;15;15;0;15;A
4;1;1812810230;INAF203;1;13;13;0;13;A
4;1;1712810201;INAF204;1;9;9;0;9;A
4;2;1712810202;INAF204;1;13;13;0;13;A
4;2;1712810203;INAF204;1;11;11;0;11;A
4;2;1712810204;INAF204;1;11;11;0;11;A
4;2;1712810205;INAF204;1;11;11;0;11;A
4;1;1712810206;INAF204;1;11;11;0;11;A
4;1;1712810207;INAF204;1;9;9;0;9;A
4;1;1712810208;INAF204;1;9;9;0;9;A
4;1;1712810209;INAF204;1;11;11;0;11;A
4;1;1712810210;INAF204;1;8;8;0;8;A
4;2;1712810211;INAF204;1;9;9;0;9;A
4;1;1712810212;INAF204;1;9;9;0;9;A
4;2;1712810213;INAF204;1;10;10;0;10;A
4;1;1712810214;INAF204;1;12;12;0;12;A
4;2;1712810215;INAF204;1;10;10;0;10;A
4;1;1712810216;INAF204;1;11;11;0;11;A
4;1;1712810217;INAF204;1;10;10;0;10;A
4;2;1712810218;INAF204;1;12;12;0;12;A
4;1;1712810219;INAF204;1;9;9;0;9;A
4;1;1712810220;INAF204;1;11;11;0;11;A
4;2;1712810221;INAF204;1;11;11;0;11;A
4;2;1712810222;INAF204;1;10;10;0;10;A
4;2;1712810223;INAF204;1;11;11;0;11;A
4;2;1712810224;INAF204;1;11;11;0;11;A
4;2;1712810225;INAF204;1;11;11;0;11;A
4;1;1712810201;INAF205;1;11;11;0;11;A
4;2;1712810202;INAF205;1;12;12;0;12;A
4;2;1712810203;INAF205;1;16;16;0;16;A
4;2;1712810204;INAF205;1;14;14;0;14;A
4;2;1712810205;INAF205;1;13;13;0;13;A
4;1;1712810206;INAF205;1;13;13;0;13;A
4;1;1712810207;INAF205;1;7;7;0;7;A
4;1;1712810208;INAF205;1;15;15;0;15;A
4;1;1712810209;INAF205;1;14;14;0;14;A
4;1;1712810210;INAF205;1;15;15;0;15;A
4;2;1712810211;INAF205;1;15;15;0;15;A
4;1;1712810212;INAF205;1;12;12;0;12;A
4;2;1712810213;INAF205;1;14;14;0;14;A
4;1;1712810214;INAF205;1;18;18;0;18;A
4;2;1712810215;INAF205;1;13;13;0;13;A
4;1;1712810216;INAF205;1;14;14;0;14;A
4;1;1712810217;INAF205;1;14;14;0;14;A
4;2;1712810218;INAF205;1;14;14;0;14;A
4;1;1712810219;INAF205;1;13;13;0;13;A
4;1;1712810220;INAF205;1;13;13;0;13;A
4;2;1712810221;INAF205;1;15;15;0;15;A
4;2;1712810222;INAF205;1;11;11;0;11;A
4;2;1712810223;INAF205;1;11;11;0;11;A
4;2;1712810224;INAF205;1;13;13;0;13;A
4;2;1712810225;INAF205;1;15;15;0;15;A
4;1;1712810210;INAF301;1;0;0;0;0;A
4;2;1812810201;INAF301;1;7;7;0;7;A
4;1;1812810202;INAF301;1;11;11;0;11;A
4;1;1812810203;INAF301;1;9;9;0;9;A
4;2;1812810204;INAF301;1;11;11;0;11;A
4;2;1812810205;INAF301;1;11;11;0;11;A
4;1;1812810206;INAF301;1;12;12;0;12;A
4;1;1812810207;INAF301;1;11;11;0;11;A
4;2;1812810208;INAF301;1;11;11;0;11;A
4;1;1812810209;INAF301;1;11;11;0;11;A
4;2;1812810210;INAF301;1;11;11;0;11;A
4;1;1812810211;INAF301;1;11;11;0;11;A
4;1;1812810212;INAF301;1;11;11;0;11;A
4;2;1812810213;INAF301;1;11;11;0;11;A
4;1;1812810214;INAF301;1;9;9;0;9;A
4;2;1812810215;INAF301;1;11;11;0;11;A
4;2;1812810216;INAF301;1;8;8;0;8;A
4;1;1812810217;INAF301;1;11;11;0;11;A
4;1;1812810218;INAF301;1;11;11;0;11;A
4;1;1812810219;INAF301;1;0;0;0;0;A
4;1;1812810220;INAF301;1;11;11;0;11;A
4;1;1812810221;INAF301;1;12;12;0;12;A
4;1;1812810222;INAF301;1;0;0;0;0;A
4;1;1812810223;INAF301;1;11;11;0;11;A
4;1;1812810224;INAF301;1;9;9;0;9;A
4;1;1812810225;INAF301;1;15;15;0;15;A
4;1;1812810226;INAF301;1;0;0;0;0;A
4;2;1812810227;INAF301;1;11;11;0;11;A
4;1;1812810228;INAF301;1;11;11;0;11;A
4;1;1812810229;INAF301;1;11;11;0;11;A
4;1;1812810230;INAF301;1;11;11;0;11;A
5;2;1812820115;ATSH101;1;9;13;0;11;A
5;2;1812820131;ATSH101;1;14;13;0;14;A
5;2;1812820132;ATSH101;1;14;14;0;14;A
5;2;1812820133;ATSH101;1;14;13;0;14;A
5;1;1812820134;ATSH101;1;14;13;0;14;A
5;2;1812820135;ATSH101;1;13;11;0;12;A
5;1;1812820136;ATSH101;1;14;6;0;10;A
5;2;1812820137;ATSH101;1;10;12;0;11;A
5;2;1812820138;ATSH101;1;12;13;0;13;A
5;1;1812820139;ATSH101;1;14;14;0;14;A
5;2;1812820140;ATSH101;1;15;13;0;14;A
5;2;1812820141;ATSH101;1;14;14;0;14;A
5;1;1812820142;ATSH101;1;15;13;0;14;A
5;2;1812820143;ATSH101;1;15;13;0;14;A
5;1;1812820144;ATSH101;1;14;14;0;14;A
5;2;1812820145;ATSH101;1;12;14;0;13;A
5;1;1812820146;ATSH101;1;7;2;0;5;A
5;1;1812820147;ATSH101;1;0;0;0;0;A
5;2;1812820148;ATSH101;1;14;11;0;13;A
5;2;1812820149;ATSH101;1;10;12;0;11;A
5;2;1812820150;ATSH101;1;14;11;0;13;A
5;1;1812820151;ATSH101;1;13;12;0;13;A
5;2;1812820152;ATSH101;1;13;9;0;11;A
5;2;1812820153;ATSH101;1;11;13;0;12;A
5;1;1812820154;ATSH101;1;15;13;0;14;A
5;2;1812820155;ATSH101;1;14;12;0;13;A
5;2;1812820156;ATSH101;1;10;11;0;11;A
5;2;1812820157;ATSH101;1;14;12;0;13;A
5;2;1812820158;ATSH101;1;15;15;0;15;A
5;2;1812820159;ATSH101;1;12;10;0;11;A
5;2;1812820160;ATSH101;1;14;13;0;14;A
5;1;1812820161;ATSH101;1;15;10;0;13;A
5;2;1812820115;ATSH102;1;12;12;0;12;A
5;2;1812820131;ATSH102;1;15;13;0;14;A
5;2;1812820132;ATSH102;1;14;14;0;14;A
5;2;1812820133;ATSH102;1;13;13;0;13;A
5;1;1812820134;ATSH102;1;14;14;0;14;A
5;2;1812820135;ATSH102;1;13;10;0;12;A
5;1;1812820136;ATSH102;1;14;13;0;14;A
5;2;1812820137;ATSH102;1;12;13;0;13;A
5;2;1812820138;ATSH102;1;14;14;0;14;A
5;1;1812820139;ATSH102;1;13;13;0;13;A
5;2;1812820140;ATSH102;1;16;15;0;16;A
5;2;1812820141;ATSH102;1;17;16;0;17;A
5;1;1812820142;ATSH102;1;13;13;0;13;A
5;2;1812820143;ATSH102;1;13;13;0;13;A
5;1;1812820144;ATSH102;1;11;15;0;13;A
5;2;1812820145;ATSH102;1;12;13;0;13;A
5;1;1812820146;ATSH102;1;0;0;0;0;A
5;1;1812820147;ATSH102;1;0;0;0;0;A
5;2;1812820148;ATSH102;1;12;13;0;13;A
5;2;1812820149;ATSH102;1;13;13;0;13;A
5;2;1812820150;ATSH102;1;11;11;0;11;A
5;1;1812820151;ATSH102;1;14;14;0;14;A
5;2;1812820152;ATSH102;1;0;0;0;0;A
5;2;1812820153;ATSH102;1;11;9;0;10;A
5;1;1812820154;ATSH102;1;17;16;0;17;A
5;2;1812820155;ATSH102;1;13;14;0;14;A
5;2;1812820156;ATSH102;1;12;14;0;13;A
5;2;1812820157;ATSH102;1;14;16;0;15;A
5;2;1812820158;ATSH102;1;17;15;0;16;A
5;2;1812820159;ATSH102;1;12;8;0;10;A
5;2;1812820160;ATSH102;1;13;8;0;11;A
5;1;1812820161;ATSH102;1;14;15;0;15;A
5;2;1812820115;ATSH103;1;15;16;0;16;A
5;2;1812820131;ATSH103;1;18;17;0;18;A
5;2;1812820132;ATSH103;1;19;18;0;19;A
5;2;1812820133;ATSH103;1;16;18;0;17;A
5;1;1812820134;ATSH103;1;15;15;0;15;A
5;2;1812820135;ATSH103;1;14;15;0;15;A
5;1;1812820136;ATSH103;1;13;14;0;14;A
5;2;1812820137;ATSH103;1;15;15;0;15;A
5;2;1812820138;ATSH103;1;15;14;0;15;A
5;1;1812820139;ATSH103;1;19;18;0;19;A
5;2;1812820140;ATSH103;1;19;18;0;19;A
5;2;1812820141;ATSH103;1;19;18;0;19;A
5;1;1812820142;ATSH103;1;16;14;0;15;A
5;2;1812820143;ATSH103;1;19;18;0;19;A
5;1;1812820144;ATSH103;1;19;18;0;19;A
5;2;1812820145;ATSH103;1;15;15;0;15;A
5;1;1812820146;ATSH103;1;0;0;0;0;A
5;1;1812820147;ATSH103;1;0;0;0;0;A
5;2;1812820148;ATSH103;1;14;15;0;15;A
5;2;1812820149;ATSH103;1;16;15;0;16;A
5;2;1812820150;ATSH103;1;19;18;0;19;A
5;1;1812820151;ATSH103;1;14;13;0;14;A
5;2;1812820152;ATSH103;1;15;16;0;16;A
5;2;1812820153;ATSH103;1;18;16;0;17;A
5;1;1812820154;ATSH103;1;15;15;0;15;A
5;2;1812820155;ATSH103;1;15;14;0;15;A
5;2;1812820156;ATSH103;1;14;14;0;14;A
5;2;1812820157;ATSH103;1;15;16;0;16;A
5;2;1812820158;ATSH103;1;20;20;0;20;A
5;2;1812820159;ATSH103;1;15;14;0;15;A
5;2;1812820160;ATSH103;1;16;13;0;15;A
5;1;1812820161;ATSH103;1;15;16;0;16;A
5;2;1812820115;ATSH104;1;13;13;0;13;A
5;2;1812820131;ATSH104;1;15;14;0;15;A
5;2;1812820132;ATSH104;1;14;14;0;14;A
5;2;1812820133;ATSH104;1;13;13;0;13;A
5;1;1812820134;ATSH104;1;14;14;0;14;A
5;2;1812820135;ATSH104;1;14;13;0;14;A
5;1;1812820136;ATSH104;1;13;13;0;13;A
5;2;1812820137;ATSH104;1;14;12;0;13;A
5;2;1812820138;ATSH104;1;14;14;0;14;A
5;1;1812820139;ATSH104;1;14;14;0;14;A
5;2;1812820140;ATSH104;1;15;15;0;15;A
5;2;1812820141;ATSH104;1;15;13;0;14;A
5;1;1812820142;ATSH104;1;12;15;0;14;A
5;2;1812820143;ATSH104;1;15;15;0;15;A
5;1;1812820144;ATSH104;1;13;13;0;13;A
5;2;1812820145;ATSH104;1;14;13;0;14;A
5;1;1812820146;ATSH104;1;15;5;0;10;A
5;1;1812820147;ATSH104;1;0;0;0;0;A
5;2;1812820148;ATSH104;1;13;13;0;13;A
5;2;1812820149;ATSH104;1;14;12;0;13;A
5;2;1812820150;ATSH104;1;14;14;0;14;A
5;1;1812820151;ATSH104;1;13;15;0;14;A
5;2;1812820152;ATSH104;1;13;14;0;14;A
5;2;1812820153;ATSH104;1;13;13;0;13;A
5;1;1812820154;ATSH104;1;13;13;0;13;A
5;2;1812820155;ATSH104;1;13;15;0;14;A
5;2;1812820156;ATSH104;1;14;11;0;13;A
5;2;1812820157;ATSH104;1;13;15;0;14;A
5;2;1812820158;ATSH104;1;15;15;0;15;A
5;2;1812820159;ATSH104;1;14;13;0;14;A
5;2;1812820160;ATSH104;1;15;14;0;15;A
5;1;1812820161;ATSH104;1;14;13;0;14;A
5;1;1812820101;ATSH105;1;16;15;0;16;A
5;1;1812820103;ATSH105;1;10;10;11;11;A
5;2;1812820104;ATSH105;1;15;16;0;16;A
5;2;1812820105;ATSH105;1;15;15;0;15;A
5;1;1812820106;ATSH105;1;17;16;0;17;A
5;1;1812820107;ATSH105;1;14;14;0;14;A
5;2;1812820108;ATSH105;1;15;15;0;15;A
5;2;1812820109;ATSH105;1;15;15;0;15;A
5;2;1812820110;ATSH105;1;15;15;0;15;A
5;1;1812820111;ATSH105;1;11;14;0;13;A
5;2;1812820112;ATSH105;1;15;15;0;15;A
5;2;1812820113;ATSH105;1;15;13;0;14;A
5;2;1812820114;ATSH105;1;15;15;0;15;A
5;2;1812820116;ATSH105;1;14;14;0;14;A
5;1;1812820117;ATSH105;1;11;13;0;12;A
5;2;1812820118;ATSH105;1;15;15;0;15;A
5;1;1812820119;ATSH105;1;15;15;0;15;A
5;2;1812820120;ATSH105;1;16;15;0;16;A
5;2;1812820121;ATSH105;1;15;14;0;15;A
5;1;1812820122;ATSH105;1;12;14;0;13;A
5;1;1812820123;ATSH105;1;15;15;0;15;A
5;1;1812820124;ATSH105;1;15;15;0;15;A
5;1;1812820125;ATSH105;1;10;10;11;11;A
5;2;1812820126;ATSH105;1;14;14;0;14;A
5;1;1812820127;ATSH105;1;10;9;11;11;A
5;1;1812820128;ATSH105;1;16;14;0;15;A
5;2;1812820129;ATSH105;1;15;14;0;15;A
5;2;1812820130;ATSH105;1;14;15;0;15;A
5;1;1812820101;ATSH106;1;13;14;0;14;A
5;1;1812820103;ATSH106;1;11;12;0;12;A
5;2;1812820104;ATSH106;1;13;13;0;13;A
5;2;1812820105;ATSH106;1;14;13;0;14;A
5;1;1812820106;ATSH106;1;14;15;0;15;A
5;1;1812820107;ATSH106;1;13;13;0;13;A
5;2;1812820108;ATSH106;1;14;15;0;15;A
5;2;1812820109;ATSH106;1;14;15;0;15;A
5;2;1812820110;ATSH106;1;11;11;0;11;A
5;1;1812820111;ATSH106;1;12;10;0;11;A
5;2;1812820112;ATSH106;1;12;13;0;13;A
5;2;1812820113;ATSH106;1;14;17;0;16;A
5;2;1812820114;ATSH106;1;14;16;0;15;A
5;2;1812820116;ATSH106;1;12;13;0;13;A
5;1;1812820117;ATSH106;1;12;13;0;13;A
5;2;1812820118;ATSH106;1;15;16;0;16;A
5;1;1812820119;ATSH106;1;13;14;0;14;A
5;2;1812820120;ATSH106;1;16;17;0;17;A
5;2;1812820121;ATSH106;1;13;14;0;14;A
5;1;1812820122;ATSH106;1;13;13;0;13;A
5;1;1812820123;ATSH106;1;14;12;0;13;A
5;1;1812820124;ATSH106;1;12;13;0;13;A
5;1;1812820125;ATSH106;1;13;13;0;13;A
5;2;1812820126;ATSH106;1;12;13;0;13;A
5;1;1812820127;ATSH106;1;12;11;0;12;A
5;1;1812820128;ATSH106;1;16;17;0;17;A
5;2;1812820129;ATSH106;1;13;13;0;13;A
5;2;1812820130;ATSH106;1;12;13;0;13;A
5;2;1812820115;ATSH107;1;11;11;0;11;A
5;2;1812820131;ATSH107;1;14;15;0;15;A
5;2;1812820132;ATSH107;1;14;14;0;14;A
5;2;1812820133;ATSH107;1;9;14;0;12;A
5;1;1812820134;ATSH107;1;13;15;0;14;A
5;2;1812820135;ATSH107;1;13;11;0;12;A
5;1;1812820136;ATSH107;1;11;13;0;12;A
5;2;1812820137;ATSH107;1;15;11;0;13;A
5;2;1812820138;ATSH107;1;14;14;0;14;A
5;1;1812820139;ATSH107;1;15;15;0;15;A
5;2;1812820140;ATSH107;1;11;14;0;13;A
5;2;1812820141;ATSH107;1;13;16;0;15;A
5;1;1812820142;ATSH107;1;13;15;0;14;A
5;2;1812820143;ATSH107;1;14;15;0;15;A
5;1;1812820144;ATSH107;1;14;14;0;14;A
5;2;1812820145;ATSH107;1;10;14;0;12;A
5;1;1812820146;ATSH107;1;10;0;0;5;A
5;1;1812820147;ATSH107;1;0;0;0;0;A
5;2;1812820148;ATSH107;1;14;14;0;14;A
5;2;1812820149;ATSH107;1;10;14;0;12;A
5;2;1812820150;ATSH107;1;13;13;0;13;A
5;1;1812820151;ATSH107;1;13;13;0;13;A
5;2;1812820152;ATSH107;1;10;0;0;5;A
5;2;1812820153;ATSH107;1;12;15;0;14;A
5;1;1812820154;ATSH107;1;14;13;0;14;A
5;2;1812820155;ATSH107;1;14;15;0;15;A
5;2;1812820156;ATSH107;1;10;12;0;11;A
5;2;1812820157;ATSH107;1;13;14;0;14;A
5;2;1812820158;ATSH107;1;16;15;0;16;A
5;2;1812820159;ATSH107;1;13;8;0;11;A
5;2;1812820160;ATSH107;1;14;15;0;15;A
5;1;1812820161;ATSH107;1;12;14;0;13;A
5;1;1812820101;ATSH108;1;15;15;0;15;A
5;1;1812820103;ATSH108;1;4;8;0;6;A
5;2;1812820104;ATSH108;1;14;14;0;14;A
5;2;1812820105;ATSH108;1;15;15;0;15;A
5;1;1812820106;ATSH108;1;13;13;0;13;A
5;1;1812820107;ATSH108;1;12;11;0;12;A
5;2;1812820108;ATSH108;1;10;11;0;11;A
5;2;1812820109;ATSH108;1;14;15;0;15;A
5;2;1812820110;ATSH108;1;14;16;0;15;A
5;1;1812820111;ATSH108;1;8;13;0;11;A
5;2;1812820112;ATSH108;1;12;12;0;12;A
5;2;1812820113;ATSH108;1;12;15;0;14;A
5;2;1812820114;ATSH108;1;16;16;0;16;A
5;2;1812820116;ATSH108;1;11;11;0;11;A
5;1;1812820117;ATSH108;1;8;13;0;11;A
5;2;1812820118;ATSH108;1;17;17;0;17;A
5;1;1812820119;ATSH108;1;14;15;0;15;A
5;2;1812820120;ATSH108;1;13;15;0;14;A
5;2;1812820121;ATSH108;1;12;14;0;13;A
5;1;1812820122;ATSH108;1;10;11;0;11;A
5;1;1812820123;ATSH108;1;15;17;0;16;A
5;1;1812820124;ATSH108;1;12;11;0;12;A
5;1;1812820125;ATSH108;1;9;10;11;11;A
5;2;1812820126;ATSH108;1;10;13;0;12;A
5;1;1812820127;ATSH108;1;8;13;0;11;A
5;1;1812820128;ATSH108;1;18;18;0;18;A
5;2;1812820129;ATSH108;1;10;13;0;12;A
5;2;1812820130;ATSH108;1;13;11;0;12;A
5;1;1812820101;ATSH109;1;14;15;0;15;A
5;1;1812820103;ATSH109;1;11;13;0;12;A
5;2;1812820104;ATSH109;1;15;14;0;15;A
5;2;1812820105;ATSH109;1;14;15;0;15;A
5;1;1812820106;ATSH109;1;15;15;0;15;A
5;1;1812820107;ATSH109;1;13;14;0;14;A
5;2;1812820108;ATSH109;1;13;14;0;14;A
5;2;1812820109;ATSH109;1;16;15;0;16;A
5;2;1812820110;ATSH109;1;14;14;0;14;A
5;1;1812820111;ATSH109;1;12;14;0;13;A
5;2;1812820112;ATSH109;1;13;15;0;14;A
5;2;1812820113;ATSH109;1;13;14;0;14;A
5;2;1812820114;ATSH109;1;13;15;0;14;A
5;2;1812820116;ATSH109;1;13;14;0;14;A
5;1;1812820117;ATSH109;1;13;13;0;13;A
5;2;1812820118;ATSH109;1;14;15;0;15;A
5;1;1812820119;ATSH109;1;16;15;0;16;A
5;2;1812820120;ATSH109;1;14;16;0;15;A
5;2;1812820121;ATSH109;1;14;14;0;14;A
5;1;1812820122;ATSH109;1;12;14;0;13;A
5;1;1812820123;ATSH109;1;14;14;0;14;A
5;1;1812820124;ATSH109;1;14;14;0;14;A
5;1;1812820125;ATSH109;1;13;14;0;14;A
5;2;1812820126;ATSH109;1;13;13;0;13;A
5;1;1812820127;ATSH109;1;13;14;0;14;A
5;1;1812820128;ATSH109;1;15;15;0;15;A
5;2;1812820129;ATSH109;1;13;14;0;14;A
5;2;1812820130;ATSH109;1;13;14;0;14;A
5;1;1812820101;ATSH110;1;16;17;0;17;A
5;1;1812820103;ATSH110;1;10;3;0;7;A
5;2;1812820104;ATSH110;1;18;19;0;19;A
5;2;1812820105;ATSH110;1;15;15;0;15;A
5;1;1812820106;ATSH110;1;18;18;0;18;A
5;1;1812820107;ATSH110;1;14;13;0;14;A
5;2;1812820108;ATSH110;1;13;13;0;13;A
5;2;1812820109;ATSH110;1;16;17;0;17;A
5;2;1812820110;ATSH110;1;16;14;0;15;A
5;1;1812820111;ATSH110;1;13;14;0;14;A
5;2;1812820112;ATSH110;1;18;19;0;19;A
5;2;1812820113;ATSH110;1;18;16;0;17;A
5;2;1812820114;ATSH110;1;15;15;0;15;A
5;2;1812820116;ATSH110;1;14;15;0;15;A
5;1;1812820117;ATSH110;1;15;15;0;15;A
5;2;1812820118;ATSH110;1;14;15;0;15;A
5;1;1812820119;ATSH110;1;18;19;0;19;A
5;2;1812820120;ATSH110;1;17;16;0;17;A
5;2;1812820121;ATSH110;1;15;15;0;15;A
5;1;1812820122;ATSH110;1;13;15;0;14;A
5;1;1812820123;ATSH110;1;17;16;0;17;A
5;1;1812820124;ATSH110;1;15;16;0;16;A
5;1;1812820125;ATSH110;1;14;13;0;14;A
5;2;1812820126;ATSH110;1;14;13;0;14;A
5;1;1812820127;ATSH110;1;13;14;0;14;A
5;1;1812820128;ATSH110;1;15;15;0;15;A
5;2;1812820129;ATSH110;1;17;15;0;16;A
5;2;1812820130;ATSH110;1;11;13;0;12;A
5;2;1712820101;ATSH111;1;15;16;0;16;A
5;2;1712820102;ATSH111;1;15;16;0;16;A
5;2;1712820103;ATSH111;1;15;16;0;16;A
5;2;1712820104;ATSH111;1;15;16;0;16;A
5;2;1712820105;ATSH111;1;15;16;0;16;A
5;2;1712820106;ATSH111;1;15;16;0;16;A
5;2;1712820108;ATSH111;1;15;16;0;16;A
5;2;1712820109;ATSH111;1;15;16;0;16;A
5;2;1712820110;ATSH111;1;15;16;0;16;A
5;1;1712820111;ATSH111;1;15;16;0;16;A
5;2;1712820112;ATSH111;1;15;16;0;16;A
5;2;1712820113;ATSH111;1;15;16;0;16;A
5;2;1712820114;ATSH111;1;15;16;0;16;A
5;1;1712820115;ATSH111;1;16;16;0;16;A
5;2;1712820116;ATSH111;1;15;16;0;16;A
5;2;1712820117;ATSH111;1;15;16;0;16;A
5;2;1712820118;ATSH111;1;15;16;0;16;A
5;2;1712820119;ATSH111;1;15;16;0;16;A
5;2;1712820120;ATSH111;1;16;16;0;16;A
5;2;1712820121;ATSH111;1;15;16;0;16;A
5;2;1712820122;ATSH111;1;15;16;0;16;A
5;2;1812820115;ATSH201;1;14;13;0;14;A
5;2;1812820131;ATSH201;1;15;14;0;15;A
5;2;1812820132;ATSH201;1;14;13;0;14;A
5;2;1812820133;ATSH201;1;13;13;0;13;A
5;1;1812820134;ATSH201;1;14;13;0;14;A
5;2;1812820135;ATSH201;1;12;13;0;13;A
5;1;1812820136;ATSH201;1;12;12;0;12;A
5;2;1812820137;ATSH201;1;14;15;0;15;A
5;2;1812820138;ATSH201;1;13;14;0;14;A
5;1;1812820139;ATSH201;1;14;13;0;14;A
5;2;1812820140;ATSH201;1;14;14;0;14;A
5;2;1812820141;ATSH201;1;14;14;0;14;A
5;1;1812820142;ATSH201;1;13;14;0;14;A
5;2;1812820143;ATSH201;1;16;15;0;16;A
5;1;1812820144;ATSH201;1;13;13;0;13;A
5;2;1812820145;ATSH201;1;13;14;0;14;A
5;1;1812820146;ATSH201;1;15;5;0;10;A
5;1;1812820147;ATSH201;1;0;0;0;0;A
5;2;1812820148;ATSH201;1;13;13;0;13;A
5;2;1812820149;ATSH201;1;14;13;0;14;A
5;2;1812820150;ATSH201;1;13;13;0;13;A
5;1;1812820151;ATSH201;1;14;12;0;13;A
5;2;1812820152;ATSH201;1;13;13;0;13;A
5;2;1812820153;ATSH201;1;13;12;0;13;A
5;1;1812820154;ATSH201;1;14;14;0;14;A
5;2;1812820155;ATSH201;1;13;12;0;13;A
5;2;1812820156;ATSH201;1;12;12;0;12;A
5;2;1812820157;ATSH201;1;14;14;0;14;A
5;2;1812820158;ATSH201;1;16;16;0;16;A
5;2;1812820159;ATSH201;1;12;13;0;13;A
5;2;1812820160;ATSH201;1;14;14;0;14;A
5;1;1812820161;ATSH201;1;12;13;0;13;A
5;2;1812820115;ATSH202;1;11;11;0;11;A
5;2;1812820131;ATSH202;1;14;15;0;15;A
5;2;1812820132;ATSH202;1;12;14;0;13;A
5;2;1812820133;ATSH202;1;12;14;0;13;A
5;1;1812820134;ATSH202;1;14;15;0;15;A
5;2;1812820135;ATSH202;1;12;11;0;12;A
5;1;1812820136;ATSH202;1;11;13;0;12;A
5;2;1812820137;ATSH202;1;11;13;0;12;A
5;2;1812820138;ATSH202;1;12;14;0;13;A
5;1;1812820139;ATSH202;1;14;15;0;15;A
5;2;1812820140;ATSH202;1;12;14;0;13;A
5;2;1812820141;ATSH202;1;13;16;0;15;A
5;1;1812820142;ATSH202;1;11;15;0;13;A
5;2;1812820143;ATSH202;1;14;14;0;14;A
5;1;1812820144;ATSH202;1;12;14;0;13;A
5;2;1812820145;ATSH202;1;11;14;0;13;A
5;1;1812820146;ATSH202;1;14;0;0;7;A
5;1;1812820147;ATSH202;1;0;0;0;0;A
5;2;1812820148;ATSH202;1;12;14;0;13;A
5;2;1812820149;ATSH202;1;11;14;0;13;A
5;2;1812820150;ATSH202;1;11;14;0;13;A
5;1;1812820151;ATSH202;1;11;14;0;13;A
5;2;1812820152;ATSH202;1;12;0;0;6;A
5;2;1812820153;ATSH202;1;12;15;0;14;A
5;1;1812820154;ATSH202;1;13;13;0;13;A
5;2;1812820155;ATSH202;1;13;15;0;14;A
5;2;1812820156;ATSH202;1;8;13;0;11;A
5;2;1812820157;ATSH202;1;13;14;0;14;A
5;2;1812820158;ATSH202;1;13;15;0;14;A
5;2;1812820159;ATSH202;1;11;10;0;11;A
5;2;1812820160;ATSH202;1;12;14;0;13;A
5;1;1812820161;ATSH202;1;12;14;0;13;A
5;1;1812820101;ATSH203;1;15;14;0;15;A
5;1;1812820103;ATSH203;1;11;13;0;12;A
5;2;1812820104;ATSH203;1;15;15;0;15;A
5;2;1812820105;ATSH203;1;14;16;0;15;A
5;1;1812820106;ATSH203;1;13;15;0;14;A
5;1;1812820107;ATSH203;1;12;14;0;13;A
5;2;1812820108;ATSH203;1;12;9;0;11;A
5;2;1812820109;ATSH203;1;14;16;0;15;A
5;2;1812820110;ATSH203;1;15;15;0;15;A
5;1;1812820111;ATSH203;1;11;14;0;13;A
5;2;1812820112;ATSH203;1;12;15;0;14;A
5;2;1812820113;ATSH203;1;13;14;0;14;A
5;2;1812820114;ATSH203;1;15;15;0;15;A
5;2;1812820116;ATSH203;1;12;12;0;12;A
5;1;1812820117;ATSH203;1;13;9;0;11;A
